Key,Item Type,Publication Year,Author,Title,Data Source (Parameterization),Model Objective (optional),Sensitivity Analysis,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Who?,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author
D25HPKBP,journalArticle,2025,"Liu, Shuo; Guan, Xiwang; Xia, Haoxiang",Exploring the Dynamics of Group Opinion Bi-polarization Considering Assimilative and Repulsive Social Influences,Theoretical (literature),"Theoretical / Illustrative, Explanatory",Exploratory / Scenario-based,Journal of Systems Science and Systems Engineering,,"1004-3756, 1861-9576",10.1007/s11518-025-5696-2,https://link.springer.com/10.1007/s11518-025-5696-2,"In recent years, the transition of public opinion from diversity to polarization – and the resulting social tensions – has attracted growing scholarly interest. Building on social judgment theory in social psychology, this study extends the classic threshold model by proposing a dual-threshold opinion dynamics framework. The model simultaneously incorporates assimilative and repulsive social inﬂuences from neighboring opinions within a network, where the strength of each inﬂuence is determined by the proportion of neighbors exerting that inﬂuence. Agent-based simulations reveal that the interplay between assimilative and repulsive forces generates complex – and at times counterintuitive – dynamics. Notably, increasing assimilative inﬂuence does not always reduce opinion divergence; on the contrary, when repulsive inﬂuence is weak, it can intensify polarization. Moreover, reducing the density of interpersonal connections can mitigate polarization under strong repulsive inﬂuence but fails to promote consensus. Interestingly, when the repulsion threshold is low and the assimilation threshold is high, an initially polarized opinion distribution proves more eﬀective in curbing bi-polarization than a uniformly random distribution. Although these eﬀects are conﬁned to speciﬁc regions of the parameter space, simulation results conﬁrm that the observed patterns are robust across more realistic network structures.",Cecília,2025-10,2026-03-17 21:33:28,2026-03-17 22:34:36,2026-03-17 22:09:46,576-593,,5,34,J. Syst. Sci. Syst. Eng.,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\Thiago\Zotero\storage\4UPPKJ3D\Liu et al. - 2025 - Exploring the Dynamics of Group Opinion Bi-polarization Considering Assimilative and Repulsive Socia.pdf,,,,,,,,,
MHR73IE4,journalArticle,2020,"Liu, Dongya; Zheng, Xinqi; Wang, Hongbin","Land-use Simulation and Decision-Support system (LandSDS): Seamlessly integrating system dynamics, agent-based model, and cellular automata",Hybrid,Decision Support / Policy Evaluation,NA,Ecological Modelling,,3043800,10.1016/j.ecolmodel.2019.108924,https://linkinghub.elsevier.com/retrieve/pii/S0304380019304326,"This article aims to construct a Land-use Simulation and Decision-Support system (LandSDS) to comprehensively explore the interference and impact of natural environment, individual choice, and national macro-policies on land use and cover change. LandSDS takes full advantage of system dynamics (SD) model, agent-based model (ABM), cellular automata (CA) model, and Geographic Information System (GIS): (1) On the one hand, SD model controls land-use area change on macro level. On the other hand, by passing the parameters values from SD model to CA model, the iterations of CA model are controlled macroscopically, and at the same time, the transition rules in the CA model are aﬀected microscopically by SD model; (2) By simulating the complex selection behaviors of diﬀerent agents, ABM enforces or participates in the cells’ transformation behaviors in CA model on the micro evolution scale; (3) Taking CA model as a breakthrough point, the micro-cell unit is used to realize the data exchange and communication between SD-ABM-CA by integrating CA with SD and CA with ABM; and (4) Using GIS’s powerful spatial computing and data processing capabilities, the simulation results are further analyzed and processed to obtain more eﬀective information. LandSDS can solve the top-down data analysis and graphic visualization problems caused by target data or policy mutations, and can also handle the data and graphic visualization problems caused by the temporal and spatial changes of cell units. The system solves the analysis methods and technical problems about the top-down and bottom-up seamless integration of the spatial and temporal models. Beijing urban expansion was taken as an example to demonstrate the availability of the system.",Cecília,2020-02,2026-03-17 21:46:37,2026-03-17 22:33:41,2026-03-17 22:09:48,108924,,,417,Ecological Modelling,Land-use Simulation and Decision-Support system (LandSDS),,,,,,,en,,,,,DOI.org (Crossref),,,,"C:\Users\Thiago\Zotero\storage\JH5BUQSA\Liu et al. - 2020 - Land-use Simulation and Decision-Support system (LandSDS) Seamlessly integrating system dynamics, a.pdf",,,,,,,,,
ARC8E5DK,journalArticle,2022,"Lin, Chung-Yi; Yang, Y.C. Ethan; Malek, Keyvan; Adam, Jennifer C.",An investigation of coupled natural human systems using a two-way coupled agent-based modeling framework,Hybrid,Decision Support / Policy Evaluation,Local (OAT/OFAT),Environmental Modelling & Software,,13648152,10.1016/j.envsoft.2022.105451,https://linkinghub.elsevier.com/retrieve/pii/S1364815222001578,"Improving the understanding of coupled natural human systems (CNHS) can better inform environmental policymaking. We investigated the co-evolution (i.e., bidirectional interactions) issues in CNHS via two-way coupling RiverWare (RW; a river-reservoir routing model) with agent-based models (ABMs, human decision models) in the Yakima River Basin in Washington, US. Results show that coupled models can better capture the historical irrigation diversion (human) and streamflow (nature) dynamics. We further demonstrated the effect of social norms (i.e., the influence of neighbors) among farmers and tested a “water reallocation” scenario to evaluate the influence of water policies on irrigation diversion behaviors. Detailed model structure and parameter uncertainty analysis are suggested to further quantify the benefit of CNHS models in multi-level water resources governance.",Cecília,2022-09,2026-03-17 22:09:50,2026-03-17 22:33:40,2026-03-17 22:09:50,105451,,,155,Environmental Modelling & Software,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\Thiago\Zotero\storage\Q8FDUUA9\Lin et al. - 2022 - An investigation of coupled natural human systems using a two-way coupled agent-based modeling frame.pdf,,Complex water systems; Social norm effect; Social-environmental systems; Water reallocation; Yakima river basin,,,,,,,
NC2MQK96,journalArticle,2022,"Liang, Xin; Lu, Tingting; Yishake, Gulinigaer",How to promote residents’ use of green space: An empirically grounded agent-based modeling approach,Empirical (micro),Decision Support / Policy Evaluation,Exploratory / Scenario-based,Urban Forestry & Urban Greening,,16188667,10.1016/j.ufug.2021.127435,https://linkinghub.elsevier.com/retrieve/pii/S1618866721004623,"One focus of those responsible for making urban policies has been the improvement of green space effectiveness, including environmental plans and eco-city initiatives. In the evaluation of policy effectiveness, residents’ needs, values and preferences are critical but often overlooked. This study proposes an agent-based model (ABM) for simulating the effectiveness of policy measures on residents’ decision making with regard to the use of green space. Using a residential questionnaire survey conducted in Shanghai, China, we model individual decision making with artificial neural networks that account for the heterogeneous characteristics and imperfect rationality in the decision-making process, and compare three policy scenarios in local green space provision. The results of the model illustrate the unequal effectiveness of green space policies among different social groups and different types of green space (i.e., urban parks, neighborhood parks, and community gardens), and the sensitivity analysis suggests the key factors in different stages of green space provision. Based on the results, we argue that tailored policies are needed in order to meet residents’ heterogeneous needs; in fact, relatively “soft” policies, particularly those that promote social interaction and participation, play a significant role in the appeal of green space use. Finally, policy suggestions are provided for the optimization of green space provision.",Cecília,2022-01,2026-03-17 22:09:52,2026-03-17 22:33:39,2026-03-17 22:09:52,127435,,,67,Urban Forestry & Urban Greening,How to promote residents’ use of green space,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\Thiago\Zotero\storage\6AS8XFNM\Liang et al. - 2022 - How to promote residents’ use of green space An empirically grounded agent-based modeling approach.pdf,,Agent-based modeling; Decision making; Green space; Policy evaluation; Urban China,,,,,,,
UYMDMSC4,journalArticle,2019,"Li, Weihua; Bai, Quan; Zhang, Minjie",A Multi-agent System for Modelling Preference-Based Complex Influence Diffusion in Social Networks,Empirical (micro),"Exploratory, Decision Support / Policy Evaluation",Exploratory / Scenario-based,The Computer Journal,,"0010-4620, 1460-2067",10.1093/comjnl/bxy078,https://academic.oup.com/comjnl/article/62/3/430/5067534,,Cecília,2019-03-01,2026-03-17 22:09:54,2026-03-17 22:33:37,2026-03-17 22:09:54,430-447,,3,62,,,,,,,,,en,https://academic.oup.com/journals/pages/open_access/funder_policies/chorus/standard_publication_model,,,,DOI.org (Crossref),,,,C:\Users\Thiago\Zotero\storage\Y3KGYZRN\Li et al. - 2019 - A Multi-agent System for Modelling Preference-Based Complex Influence Diffusion in Social Networks.pdf,,agent-based model; complex influence; influence maximization; influence propagation,,,,,,,
4D5WL2G3,journalArticle,2025,"Li, Shouwei; Peng, Bo; Li, Baochen; Shi, Yan",Cooperation in structured populations via coupled reputation and learning: A spatial evolutionary game approach,Theoretical (literature),"Theoretical / Illustrative, Explanatory",NA,BioSystems,,3032647,10.1016/j.biosystems.2025.105630,https://linkinghub.elsevier.com/retrieve/pii/S0303264725002400,"This study presents an agent-based model to investigate cooperation dynamics in spatial evolutionary games by integrating memory-based reputation tracking with heterogeneous adaptive learning. Agents interact on a lattice network and update their strategies based on both neighbors’ historical cooperation rates and payoff differences, governed by a modified Fermi rule with individual sensitivity parameters. Simulation results demonstrate that this dual-layered mechanism sustains cooperation even under strong defection incentives and limited interaction ranges. The model also reveals how memory length and learning heterogeneity jointly influence spatial cooperation patterns and strategy diversity. These findings offer new insights into decentralized mechanisms that promote cooperation in structured populations, with implications for evolutionary biology, distributed systems, and behavioral economics.",Cecília,2025-12,2026-03-17 22:09:56,2026-03-17 22:33:36,2026-03-17 22:09:56,105630,,,258,BioSystems,Cooperation in structured populations via coupled reputation and learning,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\Thiago\Zotero\storage\R3ACBTZZ\Li et al. - 2025 - Cooperation in structured populations via coupled reputation and learning A spatial evolutionary ga.pdf,,Agent-based modeling; Adaptive learning; Cooperation dynamics; Memory-based reputation; Spatial evolutionary games,,,,,,,
XSQTPC64,journalArticle,2016,"Li, Jingjing; Oyana, Tonny J.; Mukwaya, Paul I.",An examination of historical and future land use changes in Uganda using change detection methods and agent-based modelling,Hybrid,Predictive,"Exploratory / Scenario-based, Regression / Statistical Inference",African Geographical Review,,"1937-6812, 2163-2642",10.1080/19376812.2016.1189836,https://www.tandfonline.com/doi/full/10.1080/19376812.2016.1189836,,Cecília,2016-09,2026-03-17 22:09:57,2026-03-17 22:33:34,2026-03-17 22:09:57,247-271,,3,35,African Geographical Review,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\Thiago\Zotero\storage\USF6B2UF\Li et al. - 2016 - An examination of historical and future land use changes in Uganda using change detection methods an.pdf,,agent-based model; simulation; agricultural land use; change detection; land cover change,,,,,,,
YH8PHY4P,journalArticle,2020,"Li, Feixue; Li, Zhifeng; Chen, Honghua; Chen, Zhenjie; Li, Manchun","An agent-based learning-embedded model (ABM-learning) for urban land use planning: A case study of residential land growth simulation in Shenzhen, China",Hybrid,"Predictive, Decision Support / Policy Evaluation","Exploratory / Scenario-based, Regression / Statistical Inference",Land Use Policy,,2648377,10.1016/j.landusepol.2020.104620,https://linkinghub.elsevier.com/retrieve/pii/S0264837719303254,"A forward-looking urban land use plan is crucial to a city’s sustainability, which requires a deep understanding of human-environment interactions between different domains, and modelling them soundly. One of the key challenges of modelling these interactions is to understand and model how human individuals make and develop their location decisions by learning that then shape urban land-use patterns. To investigate this issue, we have constructed an extended experience-weighted attraction learning model to represent the human agents’ learning when they make location decisions. Consequently, we propose and have developed an agent-based learningembedded model (ABM-learning) for residential land growth simulation that incorporates a learning model, a decision-making model, a land use conversion model and the constraint of urban land use master plan. The proposed model was used for a simulation of the residential land growth in Shenzhen city, China. By validating the model against empirical data, the results showed that the site-specific accuracy of the model has been improved when embedding learning model. The analysis on the simulation accuracies has proved the argument that modelling individual-level learning matters in the agent’s decision model and the agent-based models. We also applied the model to predict residential land growth in Shenzhen from 2015 to 2035, and the result can be a reference for land-use allocation in detailed planning of Shenzhen. The ABM-learning is applicable to studying the past urban growth trajectory, aiding in the formulation of detailed residential land and public service facility planning and assessing the land use planning effectiveness.",Cecília,2020-06,2026-03-17 22:10:01,2026-03-17 22:33:33,2026-03-17 22:10:01,104620,,,95,Land Use Policy,An agent-based learning-embedded model (ABM-learning) for urban land use planning,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\Thiago\Zotero\storage\V8PDLIKH\Li et al. - 2020 - An agent-based learning-embedded model (ABM-learning) for urban land use planning A case study of r.pdf,,ABM-learning; Agent-Based modelling; Experience-Weighted attraction learning model; Residential land growth; Shenzhen city,,,,,,,
IM6UUWFU,journalArticle,2025,"Letschert, Jonas; Müller, Birgit; Dressler, Gunnar; Möllmann, Christian; Stelzenmüller, Vanessa",Simulating fishery dynamics by combining empirical data and behavioral theory,Hybrid,Decision Support / Policy Evaluation,Global (Screening),Ecological Modelling,,3043800,10.1016/j.ecolmodel.2025.111036,https://linkinghub.elsevier.com/retrieve/pii/S0304380025000225,"Understanding human decision-making in the context of complex fisheries socio-ecological systems remains one of the key challenges for ecosystem-based management. Agent-based models (ABM) are increasingly seen as one of the most promising methods to simulate human decision-making. In many fishery models, human behavior is highly simplified and reduced to an economic motivation, although scientific literature suggests that it is more multi‑facetted. Here, we present FISHCODE a spatio-temporal ABM for German fisheries in the southern North Sea. Our decision‑making submodel combines different behavioral motivations, i.e. habitual behavior, profitmaximization, competition, conformism, and planning insecurity. Using highly resolved information on fishing trips, we parameterized model parameters either straight from data or through pattern‑oriented modelling. Model validation showed that model outputs were in realistic ranges when compared to observed data. We applied FISHCODE to assess scenarios of two growing challenges to fisheries in the North Sea: expansions of offshore wind farms and increasing fuel prices.",Cecília,2025-02,2026-03-17 21:42:07,2026-03-17 22:33:32,2026-03-17 22:10:03,111036,,,501,Ecological Modelling,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\Thiago\Zotero\storage\ZXFHPX2V\Letschert et al. - 2025 - Simulating fishery dynamics by combining empirical data and behavioral theory.pdf,,,,,,,,,
QRDTFKBM,journalArticle,2017,"León-Medina, Francisco J.",Analytical sociology and its ‘syntax’ for explanation,NA,NA,NA,Social Science Information,,"0539-0184, 1461-7412",10.1177/0539018417733820,https://journals.sagepub.com/doi/10.1177/0539018417733820,"Analytical sociology is a set of rules for the construction of causal explanations in the social sciences. In this article, I critically assess the value and evolution of this ‘syntax’ for explanation and the concept of social mechanisms on which it relies. I also offer a proposal on how to reform and expand the ideal-typical analytical research path. In short, my proposal is characterized by (a) a generative conception of explanation; (b) a conception of social mechanisms as causal chains of micro-level (that is, individual) events; (c) a denial of downward and upward causation; and (d) a focus on testing the generative sufficiency and describing the generative processes of empirically calibrated agent-based models.",Cecília,2017-12,2026-03-17 22:10:05,2026-03-17 22:33:30,2026-03-17 22:10:05,502-525,,4,56,Social Science Information,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\Thiago\Zotero\storage\TMZB4PU9\León-Medina - 2017 - Analytical sociology and its ‘syntax’ for explanation.pdf,,agent-based models; analytical sociology; causality; explanation; social mechanisms,,,,,,,
K3V5YRDE,journalArticle,2024,"Le, Thi Ha Lien; Kristiansen, Paul; Vo, Brenda; Moss, Jonathan; Welch, Mitchell",Understanding factors influencing farmers’ crop choice and agricultural transformation in the Upper Vietnamese Mekong Delta,Hybrid,Decision Support / Policy Evaluation,"Local (OAT/OFAT), Exploratory / Scenario-based",Agricultural Systems,,0308521X,10.1016/j.agsy.2024.103899,https://linkinghub.elsevier.com/retrieve/pii/S0308521X24000490,"CONTEXT: The Vietnamese Mekong Delta (VMD) is an Asian mega-delta which is vulnerable to climate change and sea level rise, and is undergoing demographic change. Farmers are encouraged to shift from rice monocultures to more diversified and flood-based cropping options to adapt to climate change, lessen negative environmental impacts and manage labour productivity. However, this transformation takes place slowly, especially in the flood-zone areas of the Upper VMD. There is currently limited understanding of farmers’ complex decision-making that considers the dynamic interactions between farmers, socio-economic circumstances and biophysical environments in this sub-region.",Cecília,2024-04,2026-03-17 22:10:07,2026-03-17 22:33:29,2026-03-17 22:10:07,103899,,,216,Agricultural Systems,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\Thiago\Zotero\storage\42BMLKZU\Le et al. - 2024 - Understanding factors influencing farmers’ crop choice and agricultural transformation in the Upper.pdf,,Climate change; Decision-making; Market access; Mechanisation; Rice-based farming systems; Risk preference,,,,,,,
YXH2EMZ4,journalArticle,2018,"Le Pira, Michela",Transport planning with stakeholders : an agent-based modelling approach,"Hybrid, ""Expert-based (qualitative, interview, participatory)"", Empirical (micro)",Decision Support / Policy Evaluation,Exploratory / Scenario-based,International journal of transport economics,,17242185,10.19272/201806701002,https://doi.org/10.19272/201806701002,"Transport planners and economists have to face the challenges of modern cities while also dealing with multiple stakeholders and conflicting interests. Decisions should derive from a trade-off between the optimal solution and the most accepted one. Models and simulations are typically used as decision-support tools for technical/economic analyses. This paper proposes a novel modelling approach for a stakeholder analysis, aimed at investigating the complex phenomenon of consensus formation and the collective behaviour that can emerge from an interaction process.",Cecília,2018,2026-03-17 22:10:09,2026-03-17 22:33:27,2026-03-17 22:10:09,,,XLV,,,Transport planning with stakeholders,,,,,Fabrizio Serra,IT,en,,,,,DOI.org (CSL JSON),,,,C:\Users\Thiago\Zotero\storage\VZWHDAJJ\Le Pira - 2018 - Transport planning with stakeholders  an agent-based modelling approach.pdf,,Agent-based simulation; Analytic hierarchy process; Public participation; Delphi method; Multi-criteria decision-making methods; Transport planning,,,,,,,
IWEK7GYD,journalArticle,2021,"Kukacka, Jiri; Kristoufek, Ladislav",Does parameterization affect the complexity of agent-based models?,Theoretical (literature),"Theoretical / Illustrative, Descriptive / Phenomena-based",Exploratory / Scenario-based,Journal of Economic Behavior & Organization,,1672681,10.1016/j.jebo.2021.10.007,https://linkinghub.elsevier.com/retrieve/pii/S0167268121004339,"We examine the complexity of ﬁnancial returns generated by popular agent-based models through studying multifractal properties of such time series. Speciﬁcally, we are interested in the sensitivity of the models to their parameter settings and whether some patterns emerge in the connection between complexity and a speciﬁc type of parameter. We ﬁnd that (i) herding behavior mostly boosts the model complexity as measured by multifractality, (ii) various in-built stabilizing factors increase model complexity, while (iii) the role of the intensity of choice, the number of agents, as well as the chartists’ representation have rather model-speciﬁc effects. Finally, the core feature driving the model complexity seems to be the implementation of a switching mechanism governing agents’ interactions. The heterogeneous set of nine analyzed models thus offers some universal concepts that hold across their range. Our results also indicate that complex dynamics are observed not only for the benchmark parameter settings but also for other combinations of parameter values for most models. This opens new avenues for future research and speciﬁcally motivates examining the models in more detail by focusing on other dynamic properties in addition to the herein presented multifractality.",Cecília,2021-12,2026-03-17 22:10:12,2026-03-17 22:33:25,2026-03-17 22:10:12,324-356,,,192,Journal of Economic Behavior & Organization,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\Thiago\Zotero\storage\2YT9F5HA\Kukacka e Kristoufek - 2021 - Does parameterization affect the complexity of agent-based models.pdf,,Complex systems; Detrended fluctuation analysis; Financial agent-based models; Multifractal sensitivity analysis; Parameterization,,,,,,,
LGLXN7DL,journalArticle,2022,"Krumm, Alexandra; Süsser, Diana; Blechinger, Philipp",Modelling social aspects of the energy transition: What is the current representation of social factors in energy models?,NA,NA,NA,Energy,,3605442,10.1016/j.energy.2021.121706,https://linkinghub.elsevier.com/retrieve/pii/S036054422101954X,"Computer-based models provide decision-makers with techno-economic insights into transition pathways for decarbonising energy systems. Such models mainly focus on techno-economic aspects and do not adequately represent the social aspects of the energy transition, although there is broad consensus that these non-technical factors are important drivers and constraints. To map the current integration and identify perspectives for future research, we ask: Which model types are particularly good at integrating social aspects? What social aspects are represented in energy models? How are these social aspects integrated? We analysed publications that apply these energy models to investigate which and how models integrate social aspects within three main modelling steps: (i) storyline, scenario, and input parameter, (ii) optimisation/simulation process and (iii) model output discussion. Results show that social aspects are mainly integrated through exogenous assumptions and output discussions. We also identify models that go beyond technical potential and pure cost optimisation/simulation. All model types integrate behaviour and lifestyle; some address public acceptance, but not transformation dynamics. Only agent-based models integrate heterogeneity of actors and public ownership. We conclude that a better representation of social aspects in energy models is needed, and that there is a high potential to improve this by combining different model types and conducting interdisciplinary research.",Cecília,2022-01,2026-03-17 22:10:13,2026-03-17 22:33:24,2026-03-17 22:10:13,121706,,,239,Energy,Modelling social aspects of the energy transition,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\Thiago\Zotero\storage\N7BJD8BH\Krumm et al. - 2022 - Modelling social aspects of the energy transition What is the current representation of social fact.pdf,,Energy policy; Social aspects; Energy modelling; Social science,,,,,,,
A9XDVJ8Q,preprint,2024,"Kremer, Elise; Reissl, Severin; Fierro, Luca Eduardo; Emmerling, Johannes; Lamperti, Francesco; Roventini, Andrea","Energy Price Shocks in the European Union: Macroeconomic Impacts, Distributional Effects and Policy Responses",Empirical (macro),"Decision Support / Policy Evaluation, Explanatory",Exploratory / Scenario-based,,,,10.2139/ssrn.4945346,https://www.ssrn.com/abstract=4945346,"The macroeconomic consequences of energy shocks, their distributional effects, and the potential remedies have recently scaled up the EU policy agenda. In this paper, we employ an agent-based, stock-flow consistent model empirically calibrated to the EU27 economy to evaluate the macroeconomic effects of an energy price shock akin to that which took place in 2022. Our focus is on a scenario in which the economy experiences a sudden, sharp increase in the price of imported fossil fuels, which affects the price of energy and thereby firms’ production costs and output prices. We show that the magnitude and persistence of the resulting inflationary episode, as well as the effects on functional income distribution, employment and economic activity, strongly depend on government intervention, the sensitivity of nominal wage claims to inflation, and the extent to which increases (and subsequent decreases) in the price of energy inputs are passed on into final output prices. We find that an empirically calibrated mix of transfer payments can be very effective in mitigating the macroeconomic impacts of the energy price shock. However, such policy interventions are never able to fully countervail the shift towards profits of the income distribution. Additional price-targeting measures to ensure the full pass-through of energy price decreases once the shock recedes offer a solution to this issue.",Cecília,2024,2026-03-17 22:10:15,2026-03-17 22:10:15,2026-03-17 22:10:15,,,,,,Energy Price Shocks in the European Union,,,,,SSRN,,en,,,,,DOI.org (Crossref),,,,"C:\Users\Thiago\Zotero\storage\4P8SACXH\Kremer et al. - 2024 - Energy Price Shocks in the European Union Macroeconomic Impacts, Distributional Effects and Policy.pdf",,,,,,,,,
RTQ5JALT,journalArticle,2015,"Krejci, Caroline C; Stone, Richard T; Dorneich, Michael C; Gilbert, Stephen B",Analysis of Food Hub Commerce and Participation Using Agent-Based Modeling: Integrating Financial and Social Drivers,Empirical (micro),Predictive,Exploratory / Scenario-based,,,,,,"Objective: Factors influencing long-term viability of an intermediated regional food supply network (food hub) were modeled using agent-based modeling techniques informed by interview data gathered from food hub participants. Background: Previous analyses of food hub dynamics focused primarily on financial drivers rather than social factors and have not used mathematical models. Method: Based on qualitative and quantitative data gathered from 22 customers and 11 vendors at a midwestern food hub, an agent-based model (ABM) was created with distinct consumer personas characterizing the range of consumer priorities. A comparison study determined if the ABM behaved differently than a model based on traditional economic assumptions. Further simulation studies assessed the effect of changes in parameters, such as producer reliability and the consumer profiles, on long-term food hub sustainability. Results: The persona-based ABM model produced different and more resilient results than the more traditional way of modeling consumers. Reduced producer reliability significantly reduced trade; in some instances, a modest reduction in reliability threatened the sustainability of the system. Finally, a modest increase in price-driven consumers at the outset of the simulation quickly resulted in those consumers becoming a majority of the overall customer base. Conclusion: Results suggest that social factors, such as desire to support the community, can be more important than financial factors.",,,2026-03-17 22:10:17,2026-03-17 22:33:23,,,,,,,,,,,,,,en,,,,,Zotero,,,,C:\Users\Thiago\Zotero\storage\BJDWVXA5\Krejci et al. - Analysis of Food Hub Commerce and Participation Using Agent-Based Modeling Integrating Financial an.pdf,,sustainability; simulation; dynamic systems modeling; ethnographic observations; organizational behavior,,,,,,,
E68ASNVA,journalArticle,2017,"Koutiva, Ifigeneia; Makropoulos, Christos",Exploring the effects of domestic water management measures to water conservation attitudes using agent based modelling,Hybrid,Decision Support / Policy Evaluation,Global (Variance-based),Water Supply,,"1606-9749, 1607-0798",10.2166/ws.2016.161,https://iwaponline.com/ws/article/17/2/552/28183/Exploring-the-effects-of-domestic-water-management,"The urban water system’s sustainable evolution requires managing both water supply and water demand within a complete urban water cycle framework. Such an approach, however, requires tools to analyse and simulate the complete system including both physical and cultural environments. One of the main challenges, in this regard, is the design and development of tools able to simulate the society’s water demand behaviour and the way policy measures affect it. The effects of these policy measures are a function of personal attitudes that subsequently lead to the formation of people’s behaviours. This work focuses on the exploration of social impact theory on water conservation attitudes of urban households. A model is designed and implemented using agent based modelling. The developed model’s ability to represent social structure and mechanisms of social inﬂuences is tested against historical data from the 1988–1994 drought of Athens, Greece as a case study.",Cecília,2017-03-01,2026-03-17 22:10:18,2026-03-17 22:33:21,2026-03-17 22:10:18,552-560,,2,17,,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\Thiago\Zotero\storage\FD5EBAP8\Koutiva e Makropoulos - 2017 - Exploring the effects of domestic water management measures to water conservation attitudes using ag.pdf,,Agent based modelling; Water conservation; Social impact theory; Urban water demand management,,,,,,,
9XZWL65D,journalArticle,2017,"Kong, Lingqiang; Tian, Guangjin; Ma, Bingran; Liu, Xiaojuan","Embedding ecological sensitivity analysis and new satellite town construction in an agent-based model to simulate urban expansion in the beijing metropolitan region, China",Empirical (micro),"Decision Support / Policy Evaluation, Predictive","Regression / Statistical Inference, Exploratory / Scenario-based",Ecological Indicators,,1470160X,10.1016/j.ecolind.2017.07.009,https://linkinghub.elsevier.com/retrieve/pii/S1470160X17304223,"As the national center for politics and culture, Beijing’s urbanization level is very high. Many policies within the proposed Beijing–Tianjin–Hebei region coordinated development plan aﬀect the expansion of urban land. Therefore, it is very important to predict urban land use changes in Beijing for planning and management purposes. In this paper, we integrated of MAS (multi-agent system) and CA (cellular automata) to simulate new satellite towns construction and ecological sensitivity impact on land use change. Physical and social driving factors were used in the combined model. The MAS involved the actions of three types of agent: regional authorities, property developers, and residents. The study used the CA model to simulate the neighborhood eﬀects of urban land use, and the MAS model to simulate agents’ decisions. The new satellite towns and an ecological sensitivity analysis were embedded in the model to simulate the impact of decision making by the Beijing government on urban land expansion. Based on the land use data of 2005, the urban land area in 2010, 2015, 2020, and 2025 was predicted using the CA-MAS model. Urban expansion occurred faster during 2015–2025 than during the previous 10 years. Three land use types, i.e., cropland, woodland, and rural residential land, were the major sources of urban expansion. With respect to government decision making, the satellite towns were the priority areas of urban development, and urban development was restricted in ecologically sensitive areas. The New Districts of Urban Development were projected to become the main areas of future urban expansion in Beijing. The area designated for urban expansion around the ecologically sensitive areas was small. The results demonstrate that satellite towns and ecological sensitivity have large impacts on urban expansion. The results of this study will help to protect ecologically sensitive land, while enabling harmonious expansion of the city.",Cecília,2017-11,2026-03-17 22:10:20,2026-03-17 22:31:40,2026-03-17 22:10:20,233-249,,,82,Ecological Indicators,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\Thiago\Zotero\storage\KDJZQ2R4\Kong et al. - 2017 - Embedding ecological sensitivity analysis and new satellite town construction in an agent-based mode.pdf,,Multi-agent system; Cellular automata; Beijing; Ecological sensitivity; New satellite town,,,,,,,
